transaction_time,transaction_amount,merchant_score,customer_age,account_balance,daily_transaction_count,weekly_transaction_count,monthly_transaction_count,device_trust_score,location_risk_score,ip_reputation_score,login_frequency,session_duration,failed_login_attempts,avg_purchase_value,payment_velocity,geo_distance_from_home,previous_fraud_score,account_tenure_days,credit_utilization,spending_variance,transaction_hour,weekend_activity_score,international_usage_score,merchant_risk_index,customer_behavior_score,device_change_frequency,billing_shipping_mismatch,velocity_last_24h,risk_signal_strength,fraud_flag,anomaly_score,prediction_label
2.638552663300717,0.2132862878080132,-0.1087632589114636,-0.4238805700551809,0.8327725323250118,-0.9052454560322546,1.747590970302369,0.9648970194839612,-0.9934333570840144,1.6872480180447906,-1.7684769957719702,1.3521957526601611,-1.0034640956472989,1.5566992711089926,-0.1572569298243645,2.170379587509881,0.5470510093799462,0.8278413924082465,0.6829795251294141,0.7501003590015938,-0.3315469619672125,0.812152311390301,0.5517579413240593,0.5665639858134084,-0.7002563985841116,0.5568454435823577,2.318516987118435,0.7665721055286214,-1.432935347787217,0.7285612179861466,1,-0.006655436460557385,Fraud
0.2041685908379341,-0.8846502777848978,-0.4309670051155461,0.2807142743478953,0.2874728621299778,-0.3536157945679414,0.8796214320836214,0.3368607192344671,-1.757754434243396,0.8716555318239053,0.4324836032697529,-1.887251166524106,0.8069029635105632,-1.6699982115589862,0.2224434775261167,-2.292126431265671,-1.3752496119761026,-1.0530422277763647,-2.5300144642026443,1.5712290001099287,0.5171357007501398,-0.0979666704985652,0.5796366368773671,-1.1559160755890512,-1.1970737345983726,-2.573869273421331,-1.6554641959878893,0.078321504728505,0.4145759919908146,-2.221915807808956,1,-0.021242244162716972,Fraud
-0.2995764005105336,-1.2585568130551372,0.2718223088022995,-1.562011320197238,-0.4226576435131919,1.0902307162728675,-0.2581257639668335,-0.7761725533191998,-0.7469417709406972,-0.2303346906022967,-1.5841380917351244,0.8468912125152899,1.3338394756349268,1.1270493628460465,0.3213271612494477,-1.341676381793474,1.7056580851249223,-0.0420818935527244,1.8327375246811868,0.0455258265780448,0.2838493684902375,-2.475051071385948,0.1841735319672969,1.250897753740142,0.2521915747314338,1.2708444568124688,-0.1684929882679514,-1.2702516655109652,0.7140464011879712,-2.8696657496428646,1,-0.005127043184430413,Fraud
-1.618580262780423,-1.395759172771096,-0.9671297473046157,-0.7882467686400418,0.5571088723143186,-2.2173931931495763,0.8450801543481745,-2.256126844814991,0.6313993997905848,-0.4658508565070139,-0.2360767111502203,-1.3920474715180955,-1.877285129806856,0.3238839758113933,0.2302961673831295,-2.3400146263435717,-1.5021105007163642,0.9957581361307228,0.5356838475045552,0.5412113072114689,0.7393895110339138,-0.7345941401156906,2.482258338829761,-1.7849734073554735,0.5046796934466414,-1.6666836380416303,-1.6203162020506483,-0.1784661330413733,1.420566332242929,-0.4605919720783633,1,-0.011418067234557128,Fraud
-0.2679419522987354,3.162280542839889,0.1743377079801317,-0.8586431957813724,-0.3944423764379833,0.1004937299266141,2.082990004238207,-0.5564452710524083,-1.7067027676834077,0.91212508310324,1.5824383042017391,1.646218726529289,-2.131850964640396,0.0941562454662433,0.8083185340187506,-0.4495513170214459,0.3863547766356476,-0.3241687021360844,0.2419910613740139,1.4641460489614282,0.3385402428284981,1.4299204681602495,-0.5862584768396828,0.2288673067227969,-0.3299791890165083,-2.5322843813796463,-0.786011990196187,1.0918735553439325,-0.1134392129899205,1.3120591125452226,1,-0.010156886946314947,Fraud
0.3989157159177169,-1.4078907315736182,0.0803375078319361,-1.7475604455315696,-1.115652739465552,0.923968112111868,-0.1647141105912028,-1.4824216194306103,-0.5764344440885518,0.5454855641279219,-1.6568825634792477,0.508460623770744,-0.3317493884403929,-0.4543385678141267,2.106143055743402,0.2015474862725899,0.5111153657143144,-0.0209780553160884,2.303836609659329,0.2671611281368762,1.2453312827572105,-1.1613680856134705,1.3182785588088548,1.620403808667437,-0.6858813271393408,1.2462038738450216,0.6312349777575836,-1.56003486181037,-0.9254100383106902,-1.0363376209176218,1,-0.009516129000428364,Fraud
-0.2008289920588746,-0.7027463740565266,0.367031660368785,1.1896051399395793,-0.9819150630503718,-0.8161155562975255,-1.3048430393202288,1.0265481301592485,1.8853823282353197,0.1889338763866352,-0.7762535435236485,-0.1158410940905753,1.3382060228437065,-1.595516707260663,-1.0970095339098596,1.9670180481863933,-1.2565005814661026,0.7898634616632815,-2.0240928097649817,0.629828644051593,-0.5073236555288565,2.3911994339436764,-2.1751126578027447,0.2759558055564462,0.8868375904121312,1.1115640598792853,-0.627465731149279,0.5164875434743386,0.9943016619321272,-0.9138120187621448,1,-0.011974932351881018,Fraud
1.2128537387842062,0.7304107950830058,0.6336971474632781,-0.1222439315884926,0.4204508516384657,-2.1029579005926644,1.317089404222051,-3.4360623896680225,-0.4421230940259152,-1.595710553194034,-0.5008511412315233,-0.0741172724121053,-1.1967935339162117,-2.774477242639241,0.207065724141058,2.086439782027896,-0.3512801668500067,0.9593309562258,1.5043848375568862,-1.900037924545798,-0.4572751514783209,-1.2763856116888015,-0.806277037978164,1.7020117011466291,0.2236794864241921,0.788823601045174,-0.0438991059637853,-1.2105526457355438,0.6781156972187059,1.2525753714428214,1,-0.007871249922358381,Fraud
-0.074290027212811,0.8335792568550989,-1.609968246015404,0.3253402601656585,3.205578302955873,-0.4303040242362869,0.4643279073535678,-1.0424874902552304,-2.010273747043388,1.7764852669314797,0.0865056921445452,0.7468655510304957,0.073930770291273,-1.5289398733593895,1.863781976245957,1.0455077050818844,0.2555582794754868,1.2998537198604496,-3.397309131033588,0.2552193363554111,1.1126319311055162,-1.238123014548367,-0.3427403985128425,-0.7709001750950557,-0.7082286518794618,-1.3051286910639752,-1.636933716733504,0.986099319124334,-2.0841269501628386,-0.497930556072823,1,-0.004721545361389634,Fraud
-2.861084027566952,0.2346180994529801,0.6041543339286629,0.928941939361024,0.1901356408079736,-2.521897645278276,-0.9854896273784284,0.8594516339739461,0.0241460099907692,-2.37317681373668,-1.9468459145219232,0.1102189835595292,0.2224215895919523,-0.4061129793187771,0.61355148898121,0.3799043738444326,1.1299368685663072,-2.8854078008153783,-1.2052221772805078,0.253059296710523,-1.0255718668921805,-0.7004540070107369,-2.3700591466522622,2.3254826665110904,0.3681523219799752,0.8724112320222122,0.5449681841058442,0.6490263378868646,-1.0209971908276907,-0.2549295455263758,1,-0.02718449343480117,Fraud
